datetime,Car_volume,2W_volume,3W_volume,Bus_volume,LCV_volume,Truck_volume,Cyc_volume,Car_speed,2W_speed,3W_speed,Bus_speed,LCV_speed,Truck_speed,Cyc_speed
26-02-2020 09:10,201,120,63,13,4,2,2,38.028,34.615,31.034,16.718,28.877,24.107,20.69
26-02-2020 09:15,226,109,78,14,3,1,1,36.242,35.065,27.692,13.671,28.571,24.324,9.609
26-02-2020 09:20,197,133,75,15,6,2,2,28.571,35.526,29.834,15,16.514,26.601,11.79
26-02-2020 09:25,212,160,72,11,5,3,4,34.395,42.857,35.762,14.516,27.136,22.5,14.099
26-02-2020 09:35,236,172,74,17,2,1,5,27.835,35.294,29.032,15,22.594,30.508,14.674
26-02-2020 09:40,241,181,94,25,3,2,5,24.434,34.839,26.733,13.203,23.894,13.74,13.918
26-02-2020 09:45,239,188,106,16,0,3,3,29.032,31.395,29.834,13.636,14.754,17.197,11.368
26-02-2020 09:50,235,168,107,12,3,1,1,33.333,33.962,27.136,12.245,24.434,20.69,15.126
26-02-2020 09:55,260,192,94,8,2,3,8,32.335,31.765,24.107,13.776,24.324,18.493,13.5
26-02-2020 10:05,238,166,126,15,2,2,5,26.866,31.214,22.881,15.517,21.176,19.565,11.538
26-02-2020 10:10,241,215,91,19,11,1,3,30.857,37.5,27.551,13.99,15.126,11.739,15.652
26-02-2020 10:15,237,212,118,13,9,1,0,28.723,33.54,29.508,13.776,28.571,22.041,15.652
26-02-2020 10:20,224,220,90,23,3,4,3,27.136,33.962,28.571,13.012,25.352,21.951,12.558
26-02-2020 10:25,232,198,106,29,5,0,3,27.551,25.714,30.168,14.595,21.687,21.951,8.94
26-02-2020 10:35,208,148,74,13,2,0,1,39.13,36.486,33.129,16.119,19.355,26.601,15.652
26-02-2020 10:40,226,189,113,17,3,4,2,26.087,29.348,26.214,13.043,20.455,20.225,13.776
26-02-2020 10:45,271,173,94,18,4,1,4,30.857,35.065,34.177,12.796,18.493,29.67,14.026
26-02-2020 10:50,258,184,81,17,7,5,0,28.421,34.395,28.723,14.917,23.684,21.862,16.265
26-02-2020 10:55,220,170,92,14,3,5,5,25.234,28.125,27.835,14.439,19.286,22.5,13.235
26-02-2020 16:35,242,152,90,16,21,4,4,27,28.421,30.508,13.139,20.849,23.894,15.429
26-02-2020 16:40,250,161,84,19,28,7,3,25.234,23.478,27.411,15.929,24.107,18.493,12
26-02-2020 16:45,240,166,95,21,27,8,0,27.411,26.214,27.835,13.3,28.877,25.592,12
26-02-2020 16:50,290,147,67,17,29,2,5,31.395,33.54,27.411,14.795,24,27.551,11.321
26-02-2020 16:55,238,167,76,12,26,3,4,28.421,31.214,29.508,14.674,25.234,19.853,11.739
26-02-2020 17:05,271,162,92,18,24,3,3,27.692,32.335,25.837,14.917,22.881,19.286,12.162
26-02-2020 17:10,267,183,86,13,16,4,7,29.834,35.526,25.234,13.107,22.222,20,12.981
26-02-2020 17:15,327,194,87,13,19,3,3,25,28.272,23.276,12.888,27,21.094,15.169
26-02-2020 17:20,156,193,66,14,14,7,9,29.834,30.168,25.962,13.075,24.771,24.324,12.646
26-02-2020 17:25,298,193,78,20,12,1,5,27.551,29.348,25.234,11.868,24.885,18.243,12.796
26-02-2020 17:35,296,189,73,14,8,6,4,27.551,30.168,21.176,13.4,20.149,20.769,12.888
26-02-2020 17:40,291,147,75,18,7,6,4,28.571,31.395,25.592,14.026,23.176,21.344,15.607
26-02-2020 17:45,323,221,90,21,12,4,6,26.733,28.421,25.116,12.385,23.377,15.211,14.173
26-02-2020 17:50,314,171,77,15,7,4,5,28.571,31.395,28.877,14.477,25.714,17.881,13.811
26-02-2020 17:55,339,212,76,17,4,5,4,22.979,27.551,24.545,13.203,20.149,18.305,15.743
26-02-2020 18:05,344,186,64,15,4,4,5,25.714,29.508,30.168,12.95,20.769,20.225,14.958
26-02-2020 18:10,310,213,70,23,11,2,4,13.882,20.849,19.286,11.514,19.78,18.815,11.588
26-02-2020 18:15,316,186,62,19,9,3,4,10.305,19.424,13.636,9.441,11.392,10.887,11.947
26-02-2020 18:20,351,214,88,16,12,3,3,13.268,19.149,18.75,13.568,15.562,16.77,13.706
26-02-2020 18:25,320,204,79,10,15,4,3,17.363,22.041,19.636,11.868,18.881,19.853,12.888
26-02-2020 18:35,268,182,84,20,2,0,3,27,27.273,23.077,14.795,19.853,18.43,8.882
26-02-2020 18:40,256,193,73,14,4,2,5,27.136,25.472,23.894,13.012,19.495,23.276,9.854
26-02-2020 18:45,233,176,71,16,8,1,4,21.344,29.508,27.835,13.107,28.571,18.685,14.4
26-02-2020 18:50,236,198,82,21,8,1,5,27.273,30,26.601,14.211,30.337,15,12.981
26-02-2020 18:55,277,172,68,21,8,0,7,25.714,28.877,27,12.162,24.771,15,9.963
27-02-2020 08:35,252,147,76,16,5,2,6,31.915,45.918,42.722,20.393,34.034,12.981,17.382
27-02-2020 08:40,251,163,76,17,3,2,4,28.243,29.867,34.091,22.277,32.143,20.149,15.976
27-02-2020 08:45,291,177,101,20,8,3,7,31.106,39.941,36.885,19.149,20.301,23.276,18.75
27-02-2020 08:50,296,200,104,21,11,0,9,28.602,32.609,29.095,20.532,23.824,21.471,15.341
27-02-2020 08:55,347,298,140,16,7,0,10,31.542,35.526,33.416,20.149,24.545,21.471,19.286
27-02-2020 09:05,380,191,102,17,4,1,6,28.125,31.25,32.767,17.881,22.881,22.5,15.226
27-02-2020 09:10,326,205,121,14,8,2,8,31.395,35.904,32.609,16.667,29.137,23.684,13.107
27-02-2020 09:15,350,212,132,18,2,5,6,19.737,31.616,26.68,17.132,27,17.197,12.981
27-02-2020 09:20,344,240,103,21,4,6,3,28.846,37.815,33.251,20.225,28.125,23.41,13.918
27-02-2020 09:25,366,215,116,20,6,4,9,25.568,35.904,24.237,17.308,27.551,22.376,10.438
27-02-2020 09:35,315,241,106,20,5,0,4,31.25,35.526,25.568,21.094,4.265,19.471,16.397
27-02-2020 09:40,337,250,123,21,3,4,6,25.093,30.269,25.568,15.067,16.946,22.131,10.189
27-02-2020 09:45,285,222,141,18,4,1,6,14.485,25.187,26.163,16.187,22.131,10.63,13.636
27-02-2020 09:50,314,237,114,22,3,4,2,26.892,33.088,29.348,17.089,18.75,22.011,13.776
27-02-2020 09:55,280,241,135,18,5,5,7,29.801,34.615,29.573,20.25,22.314,20.93,12.736
27-02-2020 10:05,280,254,106,19,5,3,9,29.348,32.297,28.125,19.636,23.011,20.352,15.82
27-02-2020 10:10,326,218,114,16,5,1,2,29.221,33.75,30.269,22.5,27.835,18.243,14.516
27-02-2020 10:15,297,230,114,15,8,2,3,26.163,30.822,25,15.385,21.774,18.881,9.122
27-02-2020 10:20,242,209,98,27,3,2,3,28.008,35.904,29.095,13.918,10.976,14.063,15.517
27-02-2020 10:25,313,234,112,23,2,0,7,28.008,31.395,32.767,15.473,20.769,14.063,14.464
27-02-2020 10:35,193,192,96,15,5,0,2,37.293,46.552,36.096,21.709,27.273,14.362,12.162
27-02-2020 10:40,228,195,103,14,8,1,3,37.921,39.706,46.875,20,26.866,21.094,12.217
27-02-2020 10:45,248,178,107,15,4,5,5,29.095,45.302,36.885,18.815,23.276,21.094,9.419
27-02-2020 10:50,223,155,96,15,4,3,1,17.94,36.685,24.908,16.514,15,15.197,15.882
27-02-2020 10:55,222,192,98,16,5,2,0,32.609,43.548,35.526,20.455,21.543,25.472,15.882
27-02-2020 16:35,295,148,114,17,11,2,3,26.575,33.75,26.575,18.367,21.862,15.882,21.302
27-02-2020 16:40,267,140,94,11,11,5,0,32.767,34.264,26.892,18.75,25.472,19.286,21.302
27-02-2020 16:45,257,138,95,17,14,8,3,23.768,26.549,24.725,17.705,10.15,22.881,11.313
27-02-2020 16:50,259,126,84,19,12,3,6,29.867,42.453,30.405,17.035,21.996,20.93,13.545
27-02-2020 16:55,266,200,124,21,12,2,3,27.218,39.941,30.543,16.083,22.626,12.857,10.8
27-02-2020 17:05,348,154,79,17,14,3,5,27.893,34.794,26.163,15.429,21.774,20.663,12.385
27-02-2020 17:10,226,163,93,12,13,2,3,26.68,35.904,25.472,18.243,26.471,23.684,13.187
27-02-2020 17:15,305,140,83,15,6,8,5,30.963,36.685,30.963,19.014,25.796,17.881,14.063
27-02-2020 17:20,302,155,81,19,3,5,1,26.575,4.106,27.439,16.216,25.472,17.457,8.133
27-02-2020 17:25,318,158,83,21,5,4,5,25.093,34.091,21.916,14.666,17.143,20.769,14.236
27-02-2020 17:35,296,137,81,14,6,1,7,26.786,29.221,24.107,17.089,16.314,18.947,11.441
27-02-2020 17:40,367,173,97,15,5,0,2,28.008,31.395,19.636,15.458,20.149,21.094,13.729
27-02-2020 17:45,357,142,79,20,8,1,3,27.218,27.108,20.579,16.226,17.017,13.107,11.345
27-02-2020 17:50,294,118,84,14,9,3,5,24.281,30.822,23.276,13.34,19.565,15.789,9.818
27-02-2020 17:55,285,143,80,28,2,3,2,25.376,28.97,28.272,13.411,20.455,20.149,10.506
27-02-2020 18:05,279,153,66,18,6,6,4,23.296,31.69,24.107,16.119,20.663,17.609,18.75
27-02-2020 18:10,311,145,73,18,5,6,5,22.222,31.591,22.959,15.789,20.999,16.713,16.309
27-02-2020 18:15,342,162,86,19,4,5,6,25,31.395,20.963,15.169,21.704,15.169,12.939
27-02-2020 18:20,298,178,83,16,7,3,7,24.816,25.376,27.439,13.946,17.197,12.273,12.939
27-02-2020 18:25,299,172,74,26,9,2,2,21.907,33.333,21.951,13.694,18.367,20.849,12.939
27-02-2020 18:35,282,174,61,14,6,0,1,19.912,32.143,22.351,16.383,22.131,23.276,11.739
27-02-2020 18:40,322,178,63,14,5,5,2,21.497,26.575,28.243,12.706,19.708,19.014,15.607
27-02-2020 18:45,318,153,65,12,7,1,2,17.442,27.439,24.107,11.982,17.419,22.881,16.875
27-02-2020 18:50,259,174,67,21,5,3,6,19.622,27.778,25.763,12.706,17.252,22.881,14.516
27-02-2020 18:55,319,180,90,16,5,6,4,21.226,25.187,26.601,15.254,19.853,14.063,14.516
27-02-2020 08:35,176,72,45,18,5,2,5,33.2,35.53,26.13,14.67,19.57,17.31,15.52
27-02-2020 08:40,193,75,66,13,3,2,6,35.84,41.33,27.36,13.06,24.77,24.11,18.24
27-02-2020 08:45,156,82,57,24,4,4,4,35.53,41.33,28.13,12.9,24.77,14.84,18.24
27-02-2020 08:50,164,80,45,22,3,1,0,39.32,52.6,29.35,15.23,35.53,14.84,18.24
27-02-2020 08:55,203,97,62,29,6,3,6,30.68,38.21,32.66,14.94,23.08,25.47,9.82
27-02-2020 09:05,220,106,80,27,6,2,6,26.47,34.47,34.03,14.52,25.71,21.26,16.74
27-02-2020 09:10,260,121,81,9,1,2,1,33.75,46.02,27.36,17.38,25.71,24.77,16.74
27-02-2020 09:15,210,154,74,17,5,1,5,37.16,30.68,27.55,18,26.73,28.13,14.52
27-02-2020 09:20,190,117,73,21,7,0,2,34.32,36.16,27.18,13.5,26.73,22.13,17.53
27-02-2020 09:25,219,111,77,18,4,2,5,34.62,34.62,26.82,10.81,15.7,18.12,17.53
27-02-2020 09:35,202,136,85,15,5,1,4,34.32,35.22,30.17,16.56,21.26,22.43,21.09
27-02-2020 09:40,237,170,83,13,6,6,1,36.82,34.03,34.03,18.24,33.75,22.43,13.59
27-02-2020 09:45,192,142,80,14,2,0,4,30.92,39.71,33.75,16.2,20.93,18.62,11.84
27-02-2020 09:50,200,137,90,27,2,3,1,34.91,42.63,26.13,14.41,23.68,22.5,11.44
27-02-2020 09:55,230,194,91,17,5,4,4,31.95,39.32,32.4,12.78,25.47,22.63,11.44
27-02-2020 10:05,240,180,84,11,7,2,3,30.92,39.13,31.4,15.94,19.57,20.66,13.78
27-02-2020 10:10,218,166,86,15,2,3,2,25.8,34.03,24.55,16.67,22.25,18.12,13.78
27-02-2020 10:15,229,213,86,22,4,2,1,32.14,27.93,26.3,15,30.22,18.24,13.24
27-02-2020 10:20,271,184,125,18,5,2,1,29.35,34.91,27.36,21.66,24.55,22.69,13.24
27-02-2020 10:25,253,155,84,22,4,5,1,28.32,35.22,32.66,13.92,36.49,21.43,12.74
27-02-2020 10:35,241,186,99,20,1,1,3,29.35,21.09,31.15,16.95,17.09,29.03,20.15
27-02-2020 10:40,244,173,116,19,5,3,5,27.93,34.62,23.68,14.26,30,29.03,16.07
27-02-2020 10:45,257,192,103,20,2,0,2,22.5,35.22,27.93,14.46,22.69,18,14.14
27-02-2020 10:50,238,183,103,22,5,1,3,25,25.96,26.13,16.07,23.89,17.76,14.14
27-02-2020 10:55,254,187,99,23,4,6,0,22.88,32.66,22.13,17.92,22.85,22.88,9
27-02-2020 16:35,285,171,102,18,15,11,1,26.82,28.52,30.68,15.4,24.7,16.46,10.8
27-02-2020 16:40,242,194,105,22,9,9,0,30,36.82,30.45,15,23.96,18.24,18.24
27-02-2020 16:45,258,145,98,12,15,5,3,24.11,37.85,26.82,12.24,22.1,18.33,11.84
27-02-2020 16:50,272,169,101,22,8,9,3,27,33.75,30,16.67,28.93,18.75,24.55
27-02-2020 16:55,260,145,99,12,11,3,1,29.56,28.17,30,11.6,20.88,28.12,13.04
27-02-2020 17:05,268,172,104,15,11,2,5,34.62,30.45,23.14,12.66,21.89,20.56,14.94
27-02-2020 17:10,308,180,112,26,8,4,7,22.01,28.52,22.38,14.94,19.29,17.16,13.92
27-02-2020 17:15,241,206,103,23,8,7,5,29.56,28.93,27.27,15.82,25.47,18.33,15.25
27-02-2020 17:20,243,186,105,14,7,5,3,27.55,30.45,27.93,12.94,35.84,20.15,15.58
27-02-2020 17:25,225,208,100,14,3,4,5,31.4,36.99,31.64,13.59,25.96,22.31,14.62
27-02-2020 17:35,268,159,71,13,6,3,4,27.93,38.94,39.51,13.5,25.31,19.85,16.4
27-02-2020 17:40,263,221,96,19,5,2,5,25.8,28.72,30.68,11.31,28.12,19.85,13.64
27-02-2020 17:45,279,187,87,14,5,0,2,28.72,30.45,28.93,24.11,27.74,19.57,14.21
27-02-2020 17:50,334,195,88,11,9,4,7,26.3,35.53,20.45,12.98,27.74,17.76,13.3
27-02-2020 17:55,336,146,86,16,0,2,2,29.03,39.71,27.18,17.02,27.74,16.67,14.57
27-02-2020 18:05,332,191,98,23,9,4,5,21.77,29.78,26.47,13.37,19.42,19.57,16.88
27-02-2020 18:10,271,199,82,14,7,3,2,28.93,34.32,25.34,13.5,23.41,19.1,14.59
27-02-2020 18:15,315,203,86,23,6,4,3,24.85,34.32,26.69,15.52,20.02,18,13.99
27-02-2020 18:20,316,242,73,15,9,1,4,29.14,32.27,28.72,13.02,22.69,18,10.38
27-02-2020 18:25,289,215,95,24,10,2,3,24.25,30.92,23.55,13.11,22.88,16.88,10.51
27-02-2020 18:35,306,213,77,15,3,3,8,27.36,34.91,21.66,15.52,27.93,21.66,11.44
27-02-2020 18:40,278,186,78,12,5,5,2,28.93,30.45,25.96,12.44,25.16,16.67,10.89
27-02-2020 18:45,242,181,71,18,9,5,3,30.45,39.32,30,21.77,23.96,22.5,18.62
27-02-2020 18:50,271,206,82,8,9,1,8,26.05,33.47,29.56,13.92,29.35,22.5,18.62
27-02-2020 18:55,292,117,87,8,14,4,5,33.47,31.89,28.93,15.34,29.35,22.5,17.88
28-02-2020 08:35,333,127,71,26,10,1,5,31.542,37.709,33.92,21.176,31.395,23.824,13.776
28-02-2020 08:40,297,142,88,18,5,4,3,25.093,34.264,28.243,20.93,21.012,18.243,15.458
28-02-2020 08:45,296,151,71,20,4,2,4,31.106,32.452,31.953,19.853,17.686,17.783,10.425
28-02-2020 08:50,289,135,92,12,4,4,9,28.97,38.352,32.143,20,32.143,20.769,11.538
28-02-2020 08:55,288,162,84,12,6,0,8,28.602,37.975,31.395,18.367,21.774,24.398,14.063
28-02-2020 09:05,299,193,96,18,4,0,8,30.134,35.156,29.348,21.012,19.149,25.714,16.531
28-02-2020 09:10,273,194,112,16,2,4,6,30.682,32.927,31.106,20.21,25,25.714,12.796
28-02-2020 09:15,304,208,123,13,2,2,4,29.867,36.242,35.526,17.609,19.149,20.301,12.162
28-02-2020 09:20,246,163,104,14,2,1,4,19.438,27.218,28.602,21.774,24.545,9.507,13.433
28-02-2020 09:25,324,185,119,28,8,3,7,27.439,35.714,33.251,20.706,25.714,27,16.463
28-02-2020 09:35,333,231,123,15,7,2,7,23.116,28.361,21.845,17.035,20.149,16.531,13.723
28-02-2020 09:40,357,219,126,20,3,2,0,25.962,24.107,29.834,20.25,26.214,25.472,17.089
28-02-2020 09:45,300,216,117,22,1,3,3,22.425,32.767,29.736,18.392,23.684,19.149,12.5
28-02-2020 09:50,320,253,124,23,5,3,2,26.471,40.419,28.243,19.014,21.429,22.5,16.667
28-02-2020 09:55,329,231,127,18,5,1,6,26.062,33.416,28.361,17.176,24.434,18,16.667
28-02-2020 10:05,307,230,97,24,5,4,3,21.412,31.69,16.043,19.565,20,14.362,17.197
28-02-2020 10:10,387,329,130,25,11,5,6,27.979,26.786,27.328,19.286,26.471,21.6,17.197
28-02-2020 10:15,321,231,124,13,1,2,3,25.568,30.269,28.571,19.495,24.324,16.736,13.706
28-02-2020 10:20,255,181,108,19,7,1,2,28.846,35.714,31.106,19.172,27.835,20.05,14.063
28-02-2020 10:25,275,219,103,19,3,3,2,29.736,34.974,27.893,20.833,31.034,22.253,13.433
28-02-2020 10:35,286,198,100,16,4,5,5,24.107,30.269,25.962,19.231,23.581,20.149,14.362
28-02-2020 10:40,279,193,96,19,3,1,9,20.089,29.348,24.725,17.089,20.769,19.286,13.279
28-02-2020 10:45,254,204,108,27,5,1,0,25.305,30.405,26.892,18.802,23.894,18.243,12.736
28-02-2020 10:50,254,220,111,24,3,1,2,24.479,33.088,26.786,16.423,21.6,14.362,10.425
28-02-2020 10:55,246,189,114,18,6,2,2,22.277,30.269,29.095,17.176,13.139,30,10.15
28-02-2020 16:35,296,175,72,18,22,3,1,19.795,25.763,17.578,15.734,18.326,17.419,15.341
28-02-2020 16:40,227,129,91,15,21,2,1,21.028,28.97,19.565,18.881,17.532,18.121,11.25
28-02-2020 16:45,297,146,93,15,16,3,1,26.163,33.582,26.892,19.104,21.243,21.687,11.538
28-02-2020 16:50,292,138,76,14,21,2,5,24.194,29.967,28.125,18.974,23.789,18.881,11.538
28-02-2020 16:55,258,152,72,16,14,6,6,20.833,28.602,22.651,14.868,20.377,15.882,9
28-02-2020 17:05,302,147,88,21,12,3,3,22.881,28.815,30.682,17.308,23.684,16.981,17.308
28-02-2020 17:10,256,139,95,17,8,1,4,25.472,35.156,27.481,17.132,18.621,17.881,7.297
28-02-2020 17:15,285,153,69,19,12,3,10,23.643,26.367,27.108,19.286,26.733,19.565,14.516
28-02-2020 17:20,274,162,88,16,13,4,2,28.97,34.091,25.472,19.149,20.93,19.081,10.658
28-02-2020 17:25,280,162,84,19,9,5,1,25,30.963,27.778,15.698,25,20.611,10.658
28-02-2020 17:35,300,153,74,26,4,4,4,20.833,7.508,22.575,15.562,16.531,17.197,13.235
28-02-2020 17:40,250,161,81,15,11,3,2,24.635,31.178,24.194,14.547,15.517,21.094,12.617
28-02-2020 17:45,279,134,85,12,8,3,0,26.601,32.767,27.19,19.355,18.947,20.149,12.617
28-02-2020 17:50,256,162,72,16,9,7,4,24.021,29.348,21.704,18.443,15.759,23.894,11.947
28-02-2020 17:55,313,184,91,11,8,2,5,27.3,29.348,27.778,17.532,24.215,20.225,15.084
28-02-2020 18:05,277,153,76,16,8,0,3,25.281,28.723,24.771,13.846,23.478,17.647,12
28-02-2020 18:10,297,148,85,17,10,3,2,29.095,35.156,27.411,14.454,21.571,17.647,13.729
28-02-2020 18:15,315,174,72,15,3,3,4,24.816,33.92,24.931,15.254,22.881,19.565,17.532
28-02-2020 18:20,293,152,73,12,7,4,2,23.256,28.723,26.575,14.151,20.225,19.149,11.066
28-02-2020 18:25,248,164,64,18,3,3,6,24.457,36.29,27,16.708,20.149,19.378,13.411
28-02-2020 18:35,276,159,58,17,2,2,4,20.898,27.439,24.194,15.625,21.557,17.763,11.538
28-02-2020 18:40,282,130,67,16,4,2,4,23.768,31.991,25.281,19.424,24.771,15.698,13.671
28-02-2020 18:45,266,187,69,16,8,3,1,24.368,29.095,27.328,18.646,21.892,21.204,13.918
28-02-2020 18:50,324,132,67,9,3,0,5,24.457,32.143,27.835,13.139,23.581,20.05,13.918
28-02-2020 18:55,304,171,69,14,6,4,0,23.276,29.095,21.531,13.107,17.578,17.308,13.918
28-02-2020 08:35,171,70,64,23,2,2,5,38.793,44.118,32.609,17.94,27.273,30.682,17.763
28-02-2020 08:40,142,105,49,18,2,3,3,25.763,47.203,31.395,21.028,24.545,30.682,10.425
28-02-2020 08:45,156,81,57,18,6,4,3,32.143,34.974,24.885,18.121,20.301,22.5,15.698
28-02-2020 08:50,192,108,60,27,1,3,1,31.84,45.302,29.221,21.658,26.214,25.234,12.217
28-02-2020 08:55,206,64,72,23,4,3,3,29.095,29.801,31.106,14.033,22.689,25,12.217
28-02-2020 09:05,195,117,69,10,5,2,4,31.542,33.92,25.962,19.194,30.916,21.429,19.286
28-02-2020 09:10,216,129,69,20,3,0,6,34.615,35.714,30.269,18.595,21.094,21.429,13.171
28-02-2020 09:15,210,114,69,22,6,3,2,30.134,36.096,24.658,17.045,26.575,21.543,15.063
28-02-2020 09:20,213,140,72,15,3,0,1,31.106,43.131,28.125,19.068,21.862,21.543,15.063
28-02-2020 09:25,192,106,75,21,3,4,0,29.605,43.269,26.892,16.708,28.125,21.951,13.602
28-02-2020 09:35,196,117,75,10,5,2,1,34.439,40.179,33.251,15.882,31.953,20.455,13.776
28-02-2020 09:40,211,133,84,18,2,3,2,33.582,38.571,28.243,11.25,21.429,18.243,11.638
28-02-2020 09:45,233,156,102,22,7,2,5,21.916,35.526,23.936,15.067,20.25,15.169,12.5
28-02-2020 09:50,183,144,79,20,0,4,0,33.582,36,31.533,13.664,20.25,20.352,12.5
28-02-2020 09:55,232,162,83,26,5,1,3,25.281,29.095,20.393,15.734,21.658,17.763,14.136
28-02-2020 10:05,216,168,91,15,3,1,4,32.452,34.794,26.471,16.875,29.67,22.881,13.149
28-02-2020 10:10,218,174,87,16,9,2,3,25.281,38.571,28.846,16.56,24.44,22.689,10.547
28-02-2020 10:15,202,171,92,15,2,2,2,29.867,40.663,30.134,16.514,22.5,17.419,11.02
28-02-2020 10:20,216,222,111,18,3,3,6,30.269,36.29,29.476,13.975,21.26,18.08,13.918
28-02-2020 10:25,286,252,136,21,4,3,3,34.439,25.093,20.331,18.23,20.532,19.951,12.558
28-02-2020 10:35,235,162,94,20,3,3,2,29.095,37.5,31.25,19.565,25.472,22.131,9.31
28-02-2020 10:40,241,181,123,20,3,3,0,29.221,32.767,27.328,13.966,21.316,22.131,13.591
28-02-2020 10:45,262,204,136,21,6,0,3,26.654,37.5,28.332,15.845,20.769,18,13.591
28-02-2020 10:50,233,187,96,28,4,1,0,29.605,40.663,26.265,16.413,27.692,20.455,13.591
28-02-2020 10:55,249,175,102,20,4,3,3,31.991,32.767,28.481,17.624,22.689,20.455,9.507
28-02-2020 16:35,102,39,27,11,15,9,0,2.019,3.879,2.754,1.512,2.34,2.919,2.657
28-02-2020 16:40,112,39,38,11,10,5,0,2.795,2.696,3.695,2.107,2.159,2.864,2.657
28-02-2020 16:45,113,40,30,17,21,4,0,3.282,3.951,2.715,1.957,3.636,2.637,2.657
28-02-2020 16:50,123,33,21,12,21,11,0,2.167,9.747,1.959,1.502,3.93,3.418,2.657
28-02-2020 16:55,132,66,24,17,21,10,1,3.219,4.994,1.603,2.516,4.259,3.257,11.538
28-02-2020 17:05,250,155,90,33,36,11,0,10.056,14.754,16.364,11.227,20.69,10.998,12.5
28-02-2020 17:10,243,154,94,39,32,2,4,5.823,8.328,11.578,5.745,15.836,6.784,14.063
28-02-2020 17:15,287,132,88,25,24,5,3,6.916,11.364,11.175,7.741,11.25,6.716,14.063
28-02-2020 17:20,325,197,86,20,21,4,3,10,14.77,11.441,9.278,10.321,11.157,13.636
28-02-2020 17:25,319,193,82,20,21,4,6,28.125,34.794,27.664,17.682,23.936,19.149,14.674
28-02-2020 17:35,240,170,88,19,4,4,3,26.163,31.542,26.471,15.652,22.881,24.545,14.211
28-02-2020 17:40,291,190,89,19,8,3,4,30.067,36.685,19.014,19.355,28.929,19.756,14.595
28-02-2020 17:45,354,190,82,15,11,6,5,27.664,32.767,26.575,12.558,26.471,19.853,12.676
28-02-2020 17:50,316,197,74,17,13,5,1,24.021,29.605,27,11.947,21.204,21.429,12.676
28-02-2020 17:55,316,178,73,26,5,2,6,27.328,30.134,30,10.266,20.663,21.774,15.254
28-02-2020 18:05,334,187,82,15,8,1,4,27.893,33.92,23.276,13.473,24.771,8.94,13.568
28-02-2020 18:10,336,204,72,23,10,2,3,25.376,30.44,25.187,15.734,24.194,18,11.739
28-02-2020 18:15,317,190,65,18,12,1,6,23.768,22.5,29.605,16.833,24.457,21.774,13.5
28-02-2020 18:20,327,223,88,23,8,2,1,22.444,28.125,13.314,14.129,23.356,19.565,15.698
28-02-2020 18:25,421,209,77,17,10,3,3,12.523,14.579,15.033,13.3,16.383,10.519,11.739
28-02-2020 18:35,224,146,66,9,1,0,4,24.457,31.84,28.602,18.557,20.455,17.532,18.664
28-02-2020 18:40,267,175,56,17,5,0,5,31.106,35.714,32.609,14.587,28.322,17.532,17.476
28-02-2020 18:45,286,192,60,16,5,1,1,28.243,36.29,29.573,14.331,32.143,18.493,12.736
28-02-2020 18:50,323,236,85,21,8,1,1,25.376,28.846,30.134,14.868,27.136,18.493,17.089
28-02-2020 18:55,310,184,84,16,5,4,1,24.281,29.221,23.196,11.698,23.936,15.517,17.089
24-02-2020 09:00,277,208,103,16,5,1,2,30.57,36.49,32.79,20.71,13.5,25,12.98
24-02-2020 09:30,344,238,142,13,6,4,2,20.42,24.02,24.28,15.17,21.09,17.88,10.63
24-02-2020 10:00,316,274,134,17,4,1,2,28.97,27,28.97,21.36,25,11.95,14.71
24-02-2020 10:30,298,206,106,13,5,1,4,30,27.66,25.09,19.34,25.96,19.01,9.57
24-02-2020 11:00,294,204,116,22,8,1,1,24.73,32.93,29.74,17.81,21.57,19.29,15.88
24-02-2020 17:00,312,146,84,22,8,1,0,24.725,26.265,22.651,19.176,21.344,18.493,12.5
24-02-2020 17:30,286,125,76,17,7,3,3,28.008,33.416,23.768,17.121,27,22.131,12.857
24-02-2020 18:00,305,144,98,23,8,1,4,23.276,28.008,21.429,17.219,23.437,14.516,13.043
24-02-2020 18:30,314,176,91,21,5,2,4,18.544,25.281,27.108,15.637,19.66,19.014,12.5
24-02-2020 19:00,284,145,70,13,0,1,1,22.425,38.793,24.725,17.905,25.472,22.131,11.842
24-02-2020 09:00,165,109,85,13,3,3,3,31.653,42.188,28.008,15.42,26.601,25.432,17.763
24-02-2020 09:30,224,156,83,11,2,2,6,30.928,42.386,28.662,12.646,25.116,18.914,13.678
24-02-2020 10:00,233,186,85,18,4,1,3,39.074,42.056,35.762,16.148,26.568,26.557,15.147
24-02-2020 10:30,192,154,103,20,3,1,1,30.612,38.571,25.234,13.79,23.126,25.837,13.636
24-02-2020 11:00,210,156,100,16,4,6,4,29.573,28.451,26.367,13.554,28.125,21.176,16.59
24-02-2020 17:00,298,175,99,23,23,5,2,24.457,30.168,26.341,12.742,26.214,16.907,15.584
24-02-2020 17:30,266,210,87,16,11,4,4,22.463,28.511,26.214,9.323,28.541,15.652,16.265
24-02-2020 18:00,257,195,82,11,7,4,0,25.641,31.359,31.505,14.778,26.892,22.018,15.713
24-02-2020 18:30,341,222,99,13,6,6,6,21.517,28.756,23.757,13.259,22.794,19.28,13.333
24-02-2020 19:00,305,211,84,12,4,1,1,23.324,29.871,24.429,13.294,22.054,19.576,15.508
