datetime,3W_volume
25-02-2020 10:50,86
25-02-2020 10:55,87
25-02-2020 11:00,97
25-02-2020 16:35,100
25-02-2020 16:40,93
25-02-2020 16:45,63
25-02-2020 16:50,95
25-02-2020 16:55,85
25-02-2020 17:00,106
25-02-2020 17:05,97
25-02-2020 17:10,91
25-02-2020 17:15,106
25-02-2020 17:20,54
25-02-2020 17:25,86
25-02-2020 17:30,103
25-02-2020 17:35,80
25-02-2020 17:40,90
25-02-2020 17:45,74
25-02-2020 17:50,80
25-02-2020 17:55,93
25-02-2020 18:00,90
25-02-2020 18:05,83
25-02-2020 18:10,81
25-02-2020 18:15,95
25-02-2020 18:20,80
25-02-2020 18:25,76
25-02-2020 18:30,82
25-02-2020 18:35,85
25-02-2020 18:40,69
25-02-2020 18:45,67
25-02-2020 18:50,78
25-02-2020 18:55,60
25-02-2020 19:00,52
26-02-2020 08:35,96
26-02-2020 08:40,90
26-02-2020 08:45,105
26-02-2020 08:50,102
26-02-2020 08:55,110
26-02-2020 09:00,110
26-02-2020 09:05,107
26-02-2020 09:10,118
26-02-2020 09:15,142
26-02-2020 09:20,114
26-02-2020 09:25,113
26-02-2020 09:30,123
26-02-2020 09:35,116
26-02-2020 09:40,124
26-02-2020 09:45,122
26-02-2020 09:50,106
26-02-2020 09:55,130
26-02-2020 10:00,124
26-02-2020 10:05,120
26-02-2020 10:10,139
26-02-2020 10:15,102
26-02-2020 10:20,131
26-02-2020 10:25,133
26-02-2020 10:30,92
26-02-2020 10:35,120
26-02-2020 10:40,114
26-02-2020 10:45,121
26-02-2020 10:50,115
26-02-2020 10:55,108
26-02-2020 11:00,102
26-02-2020 16:35,99
26-02-2020 16:40,86
26-02-2020 16:45,84
26-02-2020 16:50,77
26-02-2020 16:55,97
26-02-2020 17:00,75
26-02-2020 17:05,99
26-02-2020 17:10,66
26-02-2020 17:15,69
26-02-2020 17:20,73
26-02-2020 17:25,89
26-02-2020 17:30,66
26-02-2020 17:35,74
26-02-2020 17:40,95
26-02-2020 17:45,75
26-02-2020 17:50,72
26-02-2020 17:55,61
26-02-2020 18:00,68
26-02-2020 18:05,62
26-02-2020 18:10,78
26-02-2020 18:15,85
26-02-2020 18:20,73
26-02-2020 18:25,77
26-02-2020 18:30,84
26-02-2020 18:35,67
26-02-2020 18:40,73
26-02-2020 18:45,69
26-02-2020 18:50,81
26-02-2020 18:55,63
26-02-2020 19:00,73
26-02-2020 08:35,59
26-02-2020 08:40,49
26-02-2020 08:45,67
26-02-2020 08:50,68
26-02-2020 08:55,67
26-02-2020 09:00,76
26-02-2020 09:05,66
26-02-2020 09:10,63
26-02-2020 09:15,78
26-02-2020 09:20,75
26-02-2020 09:25,72
26-02-2020 09:30,96
26-02-2020 09:35,74
26-02-2020 09:40,94
26-02-2020 09:45,106
26-02-2020 09:50,107
26-02-2020 09:55,94
26-02-2020 10:00,128
26-02-2020 10:05,126
26-02-2020 10:10,91
26-02-2020 10:15,118
26-02-2020 10:20,90
26-02-2020 10:25,106
26-02-2020 10:30,105
26-02-2020 10:35,74
26-02-2020 10:40,113
26-02-2020 10:45,94
26-02-2020 10:50,81
26-02-2020 10:55,92
26-02-2020 11:00,93
26-02-2020 16:35,90
26-02-2020 16:40,84
26-02-2020 16:45,95
26-02-2020 16:50,67
26-02-2020 16:55,76
26-02-2020 17:00,77
26-02-2020 17:05,92
26-02-2020 17:10,86
26-02-2020 17:15,87
26-02-2020 17:20,66
26-02-2020 17:25,78
26-02-2020 17:30,89
26-02-2020 17:35,73
26-02-2020 17:40,75
26-02-2020 17:45,90
26-02-2020 17:50,77
26-02-2020 17:55,76
26-02-2020 18:00,95
26-02-2020 18:05,64
26-02-2020 18:10,70
26-02-2020 18:15,62
26-02-2020 18:20,88
26-02-2020 18:25,79
26-02-2020 18:30,75
26-02-2020 18:35,84
26-02-2020 18:40,73
26-02-2020 18:45,71
26-02-2020 18:50,82
26-02-2020 18:55,68
26-02-2020 19:00,88
27-02-2020 08:35,76
27-02-2020 08:40,76
27-02-2020 08:45,101
27-02-2020 08:50,104
27-02-2020 08:55,140
27-02-2020 09:00,115
27-02-2020 09:05,102
27-02-2020 09:10,121
27-02-2020 09:15,132
27-02-2020 09:20,103
27-02-2020 09:25,116
27-02-2020 09:30,119
27-02-2020 09:35,106
27-02-2020 09:40,123
27-02-2020 09:45,141
27-02-2020 09:50,114
27-02-2020 09:55,135
27-02-2020 10:00,112
27-02-2020 10:05,106
27-02-2020 10:10,114
27-02-2020 10:15,114
27-02-2020 10:20,98
27-02-2020 10:25,112
27-02-2020 10:30,101
27-02-2020 10:35,96
27-02-2020 10:40,103
27-02-2020 10:45,107
27-02-2020 10:50,96
27-02-2020 10:55,98
27-02-2020 11:00,99
27-02-2020 16:35,114
27-02-2020 16:40,94
27-02-2020 16:45,95
27-02-2020 16:50,84
27-02-2020 16:55,124
27-02-2020 17:00,74
27-02-2020 17:05,79
27-02-2020 17:10,93
27-02-2020 17:15,83
27-02-2020 17:20,81
27-02-2020 17:25,83
27-02-2020 17:30,77
27-02-2020 17:35,81
27-02-2020 17:40,97
27-02-2020 17:45,79
27-02-2020 17:50,84
27-02-2020 17:55,80
27-02-2020 18:00,80
27-02-2020 18:05,66
27-02-2020 18:10,73
27-02-2020 18:15,86
27-02-2020 18:20,83
27-02-2020 18:25,74
27-02-2020 18:30,91
27-02-2020 18:35,61
27-02-2020 18:40,63
27-02-2020 18:45,65
27-02-2020 18:50,67
27-02-2020 18:55,90
27-02-2020 19:00,58
27-02-2020 08:35,45
27-02-2020 08:40,66
27-02-2020 08:45,57
27-02-2020 08:50,45
27-02-2020 08:55,62
27-02-2020 09:00,58
27-02-2020 09:05,80
27-02-2020 09:10,81
27-02-2020 09:15,74
27-02-2020 09:20,73
27-02-2020 09:25,77
27-02-2020 09:30,70
27-02-2020 09:35,85
27-02-2020 09:40,83
27-02-2020 09:45,80
27-02-2020 09:50,90
27-02-2020 09:55,91
27-02-2020 10:00,69
27-02-2020 10:05,84
27-02-2020 10:10,86
27-02-2020 10:15,86
27-02-2020 10:20,125
27-02-2020 10:25,84
27-02-2020 10:30,96
27-02-2020 10:35,99
27-02-2020 10:40,116
27-02-2020 10:45,103
27-02-2020 10:50,103
27-02-2020 10:55,99
27-02-2020 11:00,100
27-02-2020 16:35,102
27-02-2020 16:40,105
27-02-2020 16:45,98
27-02-2020 16:50,101
27-02-2020 16:55,99
27-02-2020 17:00,96
27-02-2020 17:05,104
27-02-2020 17:10,112
27-02-2020 17:15,103
27-02-2020 17:20,105
27-02-2020 17:25,100
27-02-2020 17:30,70
27-02-2020 17:35,71
27-02-2020 17:40,96
27-02-2020 17:45,87
27-02-2020 17:50,88
27-02-2020 17:55,86
27-02-2020 18:00,79
27-02-2020 18:05,98
27-02-2020 18:10,82
27-02-2020 18:15,86
27-02-2020 18:20,73
27-02-2020 18:25,95
27-02-2020 18:30,98
27-02-2020 18:35,77
27-02-2020 18:40,78
27-02-2020 18:45,71
27-02-2020 18:50,82
27-02-2020 18:55,87
27-02-2020 19:00,63
28-02-2020 08:35,71
28-02-2020 08:40,88
28-02-2020 08:45,71
28-02-2020 08:50,92
28-02-2020 08:55,84
28-02-2020 09:00,101
28-02-2020 09:05,96
28-02-2020 09:10,112
28-02-2020 09:15,123
28-02-2020 09:20,104
28-02-2020 09:25,119
28-02-2020 09:30,119
28-02-2020 09:35,123
28-02-2020 09:40,126
28-02-2020 09:45,117
28-02-2020 09:50,124
28-02-2020 09:55,127
28-02-2020 10:00,105
28-02-2020 10:05,97
28-02-2020 10:10,130
28-02-2020 10:15,124
28-02-2020 10:20,108
28-02-2020 10:25,103
28-02-2020 10:30,119
28-02-2020 10:35,100
28-02-2020 10:40,96
28-02-2020 10:45,108
28-02-2020 10:50,111
28-02-2020 10:55,114
28-02-2020 11:00,109
28-02-2020 16:35,72
28-02-2020 16:40,91
28-02-2020 16:45,93
28-02-2020 16:50,76
28-02-2020 16:55,72
28-02-2020 17:00,60
28-02-2020 17:05,88
28-02-2020 17:10,95
28-02-2020 17:15,69
28-02-2020 17:20,88
28-02-2020 17:25,84
28-02-2020 17:30,83
28-02-2020 17:35,74
28-02-2020 17:40,81
28-02-2020 17:45,85
28-02-2020 17:50,72
28-02-2020 17:55,91
28-02-2020 18:00,75
28-02-2020 18:05,76
28-02-2020 18:10,85
28-02-2020 18:15,72
28-02-2020 18:20,73
28-02-2020 18:25,64
28-02-2020 18:30,60
28-02-2020 18:35,58
28-02-2020 18:40,67
28-02-2020 18:45,69
28-02-2020 18:50,67
28-02-2020 18:55,69
28-02-2020 19:00,63
28-02-2020 08:35,64
28-02-2020 08:40,49
28-02-2020 08:45,57
28-02-2020 08:50,60
28-02-2020 08:55,72
28-02-2020 09:00,38
28-02-2020 09:05,69
28-02-2020 09:10,69
28-02-2020 09:15,69
28-02-2020 09:20,72
28-02-2020 09:25,75
28-02-2020 09:30,87
28-02-2020 09:35,75
28-02-2020 09:40,84
28-02-2020 09:45,102
28-02-2020 09:50,79
28-02-2020 09:55,83
28-02-2020 10:00,94
28-02-2020 10:05,91
28-02-2020 10:10,87
28-02-2020 10:15,92
28-02-2020 10:20,111
28-02-2020 10:25,136
28-02-2020 10:30,88
28-02-2020 10:35,94
28-02-2020 10:40,123
28-02-2020 10:45,136
28-02-2020 10:50,96
28-02-2020 10:55,102
28-02-2020 11:00,99
28-02-2020 16:35,27
28-02-2020 16:40,38
28-02-2020 16:45,30
28-02-2020 16:50,21
28-02-2020 16:55,24
28-02-2020 17:00,29
28-02-2020 17:05,90
28-02-2020 17:10,94
28-02-2020 17:15,88
28-02-2020 17:20,86
28-02-2020 17:25,82
28-02-2020 17:30,71
28-02-2020 17:35,88
28-02-2020 17:40,89
28-02-2020 17:45,82
28-02-2020 17:50,74
28-02-2020 17:55,73
28-02-2020 18:00,76
28-02-2020 18:05,82
28-02-2020 18:10,72
28-02-2020 18:15,65
28-02-2020 18:20,88
28-02-2020 18:25,77
28-02-2020 18:30,71
28-02-2020 18:35,66
28-02-2020 18:40,56
28-02-2020 18:45,60
28-02-2020 18:50,85
28-02-2020 18:55,84
28-02-2020 19:00,50
