datetime,3W_speed
27-02-2020 09:40,25.568
27-02-2020 09:45,26.163
27-02-2020 09:50,29.348
27-02-2020 09:55,29.573
27-02-2020 10:00,27.664
27-02-2020 10:05,28.125
27-02-2020 10:10,30.269
27-02-2020 10:15,25
27-02-2020 10:20,29.095
27-02-2020 10:25,32.767
27-02-2020 10:30,31.84
27-02-2020 10:35,36.096
27-02-2020 10:40,46.875
27-02-2020 10:45,36.885
27-02-2020 10:50,24.908
27-02-2020 10:55,35.526
27-02-2020 11:00,25.376
27-02-2020 16:35,26.575
27-02-2020 16:40,26.892
27-02-2020 16:45,24.725
27-02-2020 16:50,30.405
27-02-2020 16:55,30.543
27-02-2020 17:00,26.367
27-02-2020 17:05,26.163
27-02-2020 17:10,25.472
27-02-2020 17:15,30.963
27-02-2020 17:20,27.439
27-02-2020 17:25,21.916
27-02-2020 17:30,20.403
27-02-2020 17:35,24.107
27-02-2020 17:40,19.636
27-02-2020 17:45,20.579
27-02-2020 17:50,23.276
27-02-2020 17:55,28.272
27-02-2020 18:00,28.723
27-02-2020 18:05,24.107
27-02-2020 18:10,22.959
27-02-2020 18:15,20.963
27-02-2020 18:20,27.439
27-02-2020 18:25,21.951
27-02-2020 18:30,21.687
27-02-2020 18:35,22.351
27-02-2020 18:40,28.243
27-02-2020 18:45,24.107
27-02-2020 18:50,25.763
27-02-2020 18:55,26.601
27-02-2020 19:00,26.471
27-02-2020 08:35,26.13
27-02-2020 08:40,27.36
27-02-2020 08:45,28.13
27-02-2020 08:50,29.35
27-02-2020 08:55,32.66
27-02-2020 09:00,30.45
27-02-2020 09:05,34.03
27-02-2020 09:10,27.36
27-02-2020 09:15,27.55
27-02-2020 09:20,27.18
27-02-2020 09:25,26.82
27-02-2020 09:30,28.13
27-02-2020 09:35,30.17
27-02-2020 09:40,34.03
27-02-2020 09:45,33.75
27-02-2020 09:50,26.13
27-02-2020 09:55,32.4
27-02-2020 10:00,30.22
27-02-2020 10:05,31.4
27-02-2020 10:10,24.55
27-02-2020 10:15,26.3
27-02-2020 10:20,27.36
27-02-2020 10:25,32.66
27-02-2020 10:30,33.47
27-02-2020 10:35,31.15
27-02-2020 10:40,23.68
27-02-2020 10:45,27.93
27-02-2020 10:50,26.13
27-02-2020 10:55,22.13
27-02-2020 11:00,30.45
27-02-2020 16:35,30.68
27-02-2020 16:40,30.45
27-02-2020 16:45,26.82
27-02-2020 16:50,30
27-02-2020 16:55,30
27-02-2020 17:00,29.89
27-02-2020 17:05,23.14
27-02-2020 17:10,22.38
27-02-2020 17:15,27.27
27-02-2020 17:20,27.93
27-02-2020 17:25,31.64
27-02-2020 17:30,30.68
27-02-2020 17:35,39.51
27-02-2020 17:40,30.68
27-02-2020 17:45,28.93
27-02-2020 17:50,20.45
27-02-2020 17:55,27.18
27-02-2020 18:00,25.31
27-02-2020 18:05,26.47
27-02-2020 18:10,2.46
27-02-2020 18:15,26.69
27-02-2020 18:20,28.72
27-02-2020 18:25,23.55
27-02-2020 18:30,19.57
27-02-2020 18:35,21.66
27-02-2020 18:40,25.96
27-02-2020 18:45,30
27-02-2020 18:50,29.56
27-02-2020 18:55,28.93
27-02-2020 19:00,29.14
28-02-2020 08:35,33.92
28-02-2020 08:40,28.243
28-02-2020 08:45,31.953
28-02-2020 08:50,32.143
28-02-2020 08:55,31.395
28-02-2020 09:00,30.822
28-02-2020 09:05,29.348
28-02-2020 09:10,31.106
28-02-2020 09:15,35.526
28-02-2020 09:20,28.602
28-02-2020 09:25,33.251
28-02-2020 09:30,27.108
28-02-2020 09:35,21.845
28-02-2020 09:40,29.834
28-02-2020 09:45,29.736
28-02-2020 09:50,28.243
28-02-2020 09:55,28.361
28-02-2020 10:00,31.991
28-02-2020 10:05,16.043
28-02-2020 10:10,27.328
28-02-2020 10:15,28.571
28-02-2020 10:20,31.106
28-02-2020 10:25,27.893
28-02-2020 10:30,29.476
28-02-2020 10:35,25.962
28-02-2020 10:40,24.725
28-02-2020 10:45,26.892
28-02-2020 10:50,26.786
28-02-2020 10:55,29.095
28-02-2020 11:00,30.682
28-02-2020 16:35,17.578
28-02-2020 16:40,19.565
28-02-2020 16:45,26.892
28-02-2020 16:50,28.125
28-02-2020 16:55,22.651
28-02-2020 17:00,24.021
28-02-2020 17:05,30.682
28-02-2020 17:10,27.481
28-02-2020 17:15,27.108
28-02-2020 17:20,25.472
28-02-2020 17:25,27.778
28-02-2020 17:30,25.592
28-02-2020 17:35,22.575
28-02-2020 17:40,24.194
28-02-2020 17:45,27.19
28-02-2020 17:50,21.704
28-02-2020 17:55,27.778
28-02-2020 18:00,26.68
28-02-2020 18:05,24.771
28-02-2020 18:10,27.411
28-02-2020 18:15,24.931
28-02-2020 18:20,26.575
28-02-2020 18:25,27
28-02-2020 18:30,21.739
28-02-2020 18:35,24.194
28-02-2020 18:40,25.281
28-02-2020 18:45,27.328
28-02-2020 18:50,27.835
28-02-2020 18:55,21.531
28-02-2020 19:00,31.395
28-02-2020 08:35,32.609
